site,severity,date,day,trap,trap.type,indID,species,binomial,binomial_short,family,age,sex,breed,recap,weight,body.lgth,tail.lgth,comments,catnum
MIXRAV,mod,2017-07-06,3,E2,L,005,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,16,78,58,NA,NA
MIXRAV,mod,2017-07-06,3,D2,S,049,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,23,78,72,NA,NA
MIXRAV,mod,2017-07-06,3,D1,L,028,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,14,73,64,NA,NA
MIXRAV,mod,2017-07-06,3,G8,L,285,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,15,79,66,NA,NA
MIXRIV,mod,2017-07-18,1,B5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very large Jerusalem cricket,NA
MIXRIV,mod,2017-07-18,1,A8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-18,1,A10,L,455,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,11,78,69,very orange,NA
MIXRIV,mod,2017-07-18,1,D9,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-18,1,F5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,might have been hit by pinecone,NA
MIXRIV,mod,2017-07-18,1,G10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-18,1,G6,L,252,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,17,71,66,NA,NA
MIXRIV,mod,2017-07-18,1,J3,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-18,1,J5,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,was never set,NA
MIXRIV,mod,2017-07-18,1,J9,L,126,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,21,NA,NA,escaped,NA
MIXRIV,mod,2017-07-18,1,I10,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,was never set,NA
MIXRIV,mod,2017-07-18,1,I6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-18,1,I3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-18,1,I2,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-18,1,H8,S,416,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,13,71,62,NA,NA
MIXRIV,mod,2017-07-18,1,H9,L,NA,SPRU,NA,NA,NA,NA,NA,NA,N,460,NA,NA,escaped,NA
MIXRIV,mod,2017-07-19,2,J10,L,264,TAAM,Neotamias amoenus,N. amoenus,Sciuridae,S,F,N,N,37,NA,NA,NA,NA
MIXRIV,mod,2017-07-19,2,H10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-19,2,G10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-19,2,G8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-19,2,G2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-19,2,E6,L,252,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,L,Y,24,80,68,NA,NA
MIXRIV,mod,2017-07-19,2,B9,L,260,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,A,F,L,N,430,NA,NA,got away while tagging; 260 is a bad tag; escaped,NA
MIXRIV,mod,2017-07-19,2,C2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-19,2,C8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRIV,mod,2017-07-19,2,E4,L,460,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,8,77,72,NA,NA
MIXRIV,mod,2017-07-20,3,J4,S,264,TAAM,Neotamias amoenus,N. amoenus,Sciuridae,S,F,N,Y,45,NA,NA,look at Haley's notes,NA
MIXRIV,mod,2017-07-20,3,J10,L,416,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,13,NA,NA,NA,NA
MIXRIV,mod,2017-07-20,3,I5,S,457,TAAM,Neotamias amoenus,N. amoenus,Sciuridae,S,F,N,N,46,NA,NA,look at Haley's notes,NA
MIXRIV,mod,2017-07-20,3,G10,L,453,TAAM,Neotamias amoenus,N. amoenus,Sciuridae,S,M,N,N,47,NA,NA,look at Haley's notes,NA
MIXRIV,mod,2017-07-20,3,E6,L,460,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,15,76,75,NA,NA
MIXRIV,mod,2017-07-20,3,A10,L,455,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,17,72,66,NA,NA
MIXRIV,mod,2017-07-20,3,D5,L,252,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,L,Y,18,75,67,NA,NA
MIXWAT,mod,2017-08-08,1,A4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-08,1,B3,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-08,1,B7,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-08,1,C7,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-08,1,D7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-08,1,E4,S,474,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,17,77,70,early pregnancy,NA
MIXWAT,mod,2017-08-08,1,F5,L,176,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,20,85,70,NA,NA
MIXWAT,mod,2017-08-08,1,J10,S,329,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,17,76,70,NA,NA
MIXWAT,mod,2017-08-08,1,J4,S,336,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,21,77,64,NA,NA
MIXWAT,mod,2017-08-08,1,I3,S,278,TASE,Neotamias senex,N. senex,Sciuridae,A,F,N,N,67,NA,NA,tail tips white; greyish backside,NA
MIXWAT,mod,2017-08-08,1,I4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spotted skunk; no scruff,NA
MIXWAT,mod,2017-08-08,1,G9,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-09,2,F3,L,474,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,20,73,66,NA,NA
MIXWAT,mod,2017-08-09,2,J8,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-09,2,J6,S,336,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,22,89,95,NA,NA
MIXWAT,mod,2017-08-09,2,J2,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-09,2,J1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-09,2,I10,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-09,2,H9,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-09,2,H8,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-09,2,H7,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-10,3,A9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXWAT,mod,2017-08-10,3,B8,S,474,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,26,73,79,NA,NA
MIXWAT,mod,2017-08-10,3,D8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sprung by beetles,NA
MIXWAT,mod,2017-08-10,3,I7,S,336,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,23,81,67,NA,NA
MIXWAT,mod,2017-08-10,3,G6,L,329,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,17,76,69,NA,NA
MIXWAT,mod,2017-08-10,3,F7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
