site,severity,date,day,trap,trap.type,indID,species,binomial,binomial_short,family,age,sex,breed,recap,weight,body.lgth,tail.lgth,comments,catnum
GRNWOO,unb,2017-07-05,2,G9,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ants,NA
GRNWOO,unb,2017-07-05,2,G2,L,KING-047,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,NA,NA,NA,N,NA,NA,NA,dead (trap in sun),KING-047
GRNWOO,unb,2017-07-05,2,F1,L,430,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,12,71,64,NA,NA
GRNWOO,unb,2017-07-05,2,F2,S,167,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,Y,9,68,65,NA,NA
GRNWOO,unb,2017-07-05,2,B4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-05,2,C9,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-05,2,E6,S,157,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,8,70,63,NA,NA
GRNWOO,unb,2017-07-05,2,D9,S,CLIP-10,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,NA,NA,Y,NA,NA,NA,dead (recap of live SOTR from 4 Jul 2017); updated from previous info,KING-057
GRNWOO,unb,2017-07-05,2,E2,S,174,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,11,75,67,NA,NA
GRNWOO,unb,2017-07-05,2,B3,S,155,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,16,65,14,had no tail; old injury,NA
GRNWOO,unb,2017-07-05,2,B1,S,KING-058,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,NA,NA,NA,N,NA,NA,NA,dead,KING-058
GRNWOO,unb,2017-07-05,2,D1,S,436,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,M,T,Y,20,91,91,NA,NA
GRNWOO,unb,2017-07-05,2,A5,L,152,NEFU,Neotoma fuscipes,N. fuscipes,Cricetidae,S,M,N,N,75,NA,NA,juvenile,NA
GRNWOO,unb,2017-07-05,2,C1,L,168,NEFU,Neotoma fuscipes,N. fuscipes,Cricetidae,A,F,P,Y,165,NA,NA,NA,NA
GRNWOO,unb,2017-07-06,3,A2,S,155,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,20,78,NA,no tail,NA
GRNWOO,unb,2017-07-06,3,A6,S,436,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,M,T,Y,18,86,90,chewed off end of tail?,NA
GRNWOO,unb,2017-07-06,3,C6,S,468,PEBO,Peromyscus boylii,P. boylii,Cricetidae,S,M,N,N,12,78,83,NA,NA
GRNWOO,unb,2017-07-06,3,J1,S,473,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,M,T,N,7,85,84,NA,NA
GRNWOO,unb,2017-07-06,3,J7,L,DAY3-3,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,F,N,N,1,NA,NA,given pedialyte,NA
GRNWOO,unb,2017-07-06,3,E2,S,167,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,Y,14,59,62,NA,NA
GRNWOO,unb,2017-07-06,3,J9,L,154,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,16,75,61,NA,NA
GRNWOO,unb,2017-07-06,3,I8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-06,3,H10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-06,3,G3,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-06,3,F3,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-06,3,F7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-06,3,E1,L,168,NEFU,Neotoma fuscipes,N. fuscipes,Cricetidae,A,F,P,Y,210,NA,NA,NA,NA
HIBADR,high,2017-08-29,1,E10,S,262,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,20,80,63,NA,NA
HIBADR,high,2017-08-29,1,H10,L,464,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,18,72,61,NA,NA
HIBADR,high,2017-08-29,1,C8,S,768,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,S,M,NA,N,306,NA,NA,NA,NA
HIBADR,high,2017-08-29,1,J7,L,326,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,17,77,72,NA,NA
HIBADR,high,2017-08-29,1,C7,L,767,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,S,F,N,N,281,NA,NA,NA,NA
HIBADR,high,2017-08-29,1,D6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,squirrel tail inside,NA
HIBADR,high,2017-08-29,1,G6,L,KING-012,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,NA,79,72,mort,KING-012
HIBADR,high,2017-08-29,1,E5,L,754,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,15,80,72,NA,NA
HIBADR,high,2017-08-29,1,B2,L,757,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,18,82,72,NA,NA
HIBADR,high,2017-08-29,1,C2,S,KING-009,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,NA,74,65,mort,KING-009
HIBADR,high,2017-08-29,1,A1,L,985,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,20,80,62,NA,NA
HIBADR,high,2017-08-29,1,E1,L,KING-007,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,19,80,5,mort; tail also cut off (possibly in trap),KING-007
HIBADR,high,2017-08-29,1,I1,L,894,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,23,85,70,NA,NA
HIBADR,high,2017-08-29,1,J2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-29,1,E3,L,660,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,S,F,N,N,288,NA,NA,NA,NA
HIBADR,high,2017-08-29,1,I3,L,KING-004,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,16,88,65,mort,KING-004
HIBADR,high,2017-08-30,2,I10,S,464,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,L,Y,18,81,59,NA,NA
HIBADR,high,2017-08-30,2,J10,L,887,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,19,88,60,NA,NA
HIBADR,high,2017-08-30,2,D8,L,739,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,18,80,67,NA,NA
HIBADR,high,2017-08-30,2,J7,S,326,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,18,80,66,NA,NA
HIBADR,high,2017-08-30,2,C5,L,767,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,S,F,N,Y,285,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,D5,S,768,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,S,M,NA,Y,300,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,E7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sprung by cricket,NA
HIBADR,high,2017-08-30,2,B6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,A1,L,735,TASE,Neotamias senex,N. senex,Sciuridae,S,M,N,N,65,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,H2,L,894,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,21,78,66,NA,NA
HIBADR,high,2017-08-30,2,E2,S,779,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,16,77,70,NA,NA
HIBADR,high,2017-08-30,2,C2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,A2,S,757,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,19,75,69,NA,NA
HIBADR,high,2017-08-30,2,C3,L,807,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,20,82,72,NA,NA
HIBADR,high,2017-08-30,2,G4,S,771,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,12,79,69,NA,NA
HIBADR,high,2017-08-30,2,A4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,B5,S,660,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,S,F,N,Y,286,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,F5,S,754,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,11,79,71,NA,NA
HIBADR,high,2017-08-30,2,I5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,H6,L,KING-010,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,NA,78,67,mort,KING-010
HIBADR,high,2017-08-30,2,G6,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treadle not working,NA
HIBADR,high,2017-08-31,3,A1,L,735,TASE,Neotamias senex,N. senex,Sciuridae,S,M,N,Y,66,NA,NA,NA,NA
HIBADR,high,2017-08-31,3,I2,S,996,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,13,65,60,NA,NA
HIBADR,high,2017-08-31,3,G2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,escaped,NA
HIBADR,high,2017-08-31,3,E2,S,KING-121,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,L,N,NA,85,65,mort,KING-121
HIBADR,high,2017-08-31,3,C2,S,807,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,NA,77,68,mort,KING-092
HIBADR,high,2017-08-31,3,B2,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,front door undisturbed; back door jammed open,NA
HIBADR,high,2017-08-31,3,A2,S,757,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,L,Y,22,95,80,NA,NA
HIBADR,high,2017-08-31,3,J3,S,971,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,15,80,68,NA,NA
HIBADR,high,2017-08-31,3,G4,S,771,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,NA,73,66,mort,KING-139
HIBADR,high,2017-08-31,3,B5,S,739,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,19,80,65,NA,NA
HIBADR,high,2017-08-31,3,J10,L,887,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,18,78,62,NA,NA
HIBADR,high,2017-08-31,3,D10,L,773,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,12,61,55,NA,NA
HIBADR,high,2017-08-31,3,C10,S,756,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,12,70,51,NA,NA
HIBADR,high,2017-08-31,3,A9,L,825,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,18,79,71,NA,NA
HIBADR,high,2017-08-31,3,E9,L,900,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,20,80,62,NA,NA
HIBADR,high,2017-08-31,3,I9,L,818,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,A,F,P,N,457,NA,NA,claws ripped off,NA
HIBADR,high,2017-08-31,3,J9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-31,3,D8,L,768,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,S,M,NA,Y,287,NA,NA,NA,NA
HIBADR,high,2017-08-31,3,C6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-31,3,E6,S,767,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,S,F,N,Y,293,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,G1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,high,2017-06-27,1,G4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,H4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,H8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,F6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,G6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,high,2017-06-27,1,F3,L,300399,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,M,T,N,16,60,66,parasites,NA
HICAMP,high,2017-06-27,1,G3,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set,NA
HICAMP,high,2017-06-27,1,F10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,F2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,high,2017-06-27,1,F1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,high,2017-06-27,1,D1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,D2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,high,2017-06-27,1,D4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,D5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,D6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,J4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,I1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,I2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,A3,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,A4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,A6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,A5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,noticibly moved,NA
HICAMP,high,2017-06-27,1,B1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,C1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,C2,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,C3,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,C5,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,C6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,high,2017-06-27,1,E7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,J8,S,129373,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,19,68,61,NA,NA
HICAMP,high,2017-06-27,1,J10,S,413422,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,F,N,N,13,77,63,NA,NA
HICAMP,high,2017-06-27,1,J9,L,382277,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,F,N,N,11,52,59,NA,NA
HICAMP,high,2017-06-27,1,C8,L,131357,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,13,64,63,NA,NA
HICAMP,high,2017-06-27,1,J5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,escaped mouse,NA
HICAMP,high,2017-06-27,1,I10,L,415109,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,F,N,N,14,75,59,NA,NA
HICAMP,high,2017-06-27,1,B9,L,NA,SPRU,NA,NA,NA,A,NA,NA,N,600,NA,NA,escaped,NA
HICAMP,high,2017-06-28,2,A8,L,458,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,NA,NA,NA,N,630,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,B9,L,470465,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,15,73,65,NA,NA
HICAMP,high,2017-06-28,2,B1,L,255,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,A,F,P,N,620,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,J9,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,escaped,NA
HICAMP,high,2017-06-28,2,G3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moved,NA
HICAMP,high,2017-06-28,2,G5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,G7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,high,2017-06-28,2,G9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,high,2017-06-28,2,G10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,H10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flipped,NA
HICAMP,high,2017-06-28,2,H8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,H7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,H4,S,300399,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,M,T,Y,20,64,72,NA,NA
HICAMP,high,2017-06-28,2,A3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,C2,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,D10,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,C5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kicked over,NA
HICAMP,high,2017-06-28,2,F4,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kicked over; grass inside,NA
HICAMP,high,2017-06-28,2,I10,L,415109,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,N,Y,9,70,58,NA,NA
HICAMP,high,2017-06-28,2,F6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,F7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,F8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,F9,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,F10,L,454452,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,25,73,61,NA,NA
HICAMP,high,2017-06-28,2,J7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipped over/on side; bait present,NA
HICAMP,high,2017-06-28,2,I2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,E2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,E5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moved out of place,NA
HICAMP,high,2017-06-28,2,E6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treadle too loose,NA
HICAMP,high,2017-06-28,2,E7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,E9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over and sprung,NA
HICAMP,high,2017-06-28,2,J2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,N,19,NA,NA,Escaped,NA
HICAMP,high,2017-06-28,2,J10,S,379293,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,15,69,68,NA,NA
HICAMP,high,2017-06-28,2,H2,L,150352,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,F,N,N,19,70,65,NA,NA
HICAMP,high,2017-06-28,2,D9,L,397,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,A,M,T,N,435,NA,130,NA,NA
HICAMP,high,2017-06-28,2,J3,L,363,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,A,M,T,N,585,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,A3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,A4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,A9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipped,NA
HICAMP,high,2017-06-29,3,B2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipped,NA
HICAMP,high,2017-06-29,3,I10,L,454452,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,21,59,60,NA,NA
HICAMP,high,2017-06-29,3,E8,L,144279,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,F,N,N,15,65,55,NA,NA
HICAMP,high,2017-06-29,3,H1,L,360126,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,NA,N,20,NA,NA,very brown; dorsal stripe on tail; escaped,NA
HICAMP,high,2017-06-29,3,B3,L,297,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,A,M,T,N,699,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,G1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,G2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,G3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,G5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,J10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,I3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,E4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,E5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,E7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,J4,S,129373,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,Y,16,65,60,NA,NA
HICAMP,high,2017-06-29,3,F2,S,300399,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,M,T,Y,18,80,65,NA,NA
HICAMP,high,2017-06-29,3,H3,L,111119,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,16,74,61,NA,NA
HICAMP,high,2017-06-29,3,B7,L,108125,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,16,70,68,ear 12 mm,NA
HICAMP,high,2017-06-29,3,C2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
